Kanda,Sarga,Sentence,Sentence Start,Sentence End
1,14,होताध्वर्युस्तथोद्गाता हस्तेन समयोजयन् ॥ ३४ ॥,324.78,329.62
1,14,महिष्या परिवृत्त्या च वावातामपरां तथा ।,329.62,335.1
1,14,पतत्रिणस्तस्य वपामुद्धृत्य नियतेन्द्रियः ॥ ३५ ॥,335.1,338.8
1,14,ऋत्विक् परमसम्पन्नः श्रपयामास शास्त्रतः ।,338.8,343.12
1,14,धूमगन्धं वपायास्तु जिघ्रति स्म नराधिपः ॥ ३६ ॥,343.12,347.62
1,14,यथाकालं यथान्यायं निर्णुदन् पापमात्मनः ।,347.62,352.62
1,14,हयस्य यानि चाङ्गानि तानि सर्वाणि ब्राह्मणाः ॥ ३७ ॥,352.62,357.48
1,14,अग्नौ प्रास्यन्ति विधिवत्समन्त्राः षोडशर्त्विजः ।,357.48,361.96
1,14,प्लक्षशाखासु यज्ञानामन्येषां क्रियते हविः ॥ ३८ ॥,361.96,367.02
1,14,अश्वमेधस्य यज्ञस्य वैतसो भाग इष्यते ।,367.02,371.14
1,14,चतुष्टोममहस्तस्य प्रथमं परिकल्पितम् ॥ ३९ ॥,371.14,380.1
1,14,उक्थ्यं द्वितीयं सङ्ख्यातमतिरात्रं तथोत्तरम् ।,380.1,384.56
1,14,कारितास्तत्र बहवो विहिताः शास्त्रदर्शनात् ॥ ४० ॥,384.56,389.66
1,14,ज्योतिष्टोमायुषी चैवमतिरात्रौ विनिर्मितौ ।,389.66,393.9
1,14,अभिजिद्विश्वजिच्चैवमाप्तोर्यामो महाक्रतुः ॥ ४१ ॥,393.9,398.96
1,14,प्राचीं होत्रे ददौ राजा दिशं स्वकुलवर्द्धनः ।,398.96,402.7
1,14,अध्वर्यवे प्रतीचीं तु ब्रह्मणे दक्षिणां दिशम् ॥ ४२ ॥,402.7,408.26
1,14,उद्गात्रे वै तथोदीचीं दक्षिणैषा विनिर्मिता ।,408.26,413.74
1,14,हयमेधे महायज्ञे स्वयम्भूविहिते पुरा ॥ ४३ ॥,413.74,418.1
1,14,क्रतुं समाप्य तु तथा न्यायतः पुरुषर्षभः ।,418.1,422.66
1,14,ऋत्विग्भ्यो हि ददौ राजा धरां तां क्रतुवर्द्धनः ॥ ४४ ॥,422.66,430.06
1,14,ऋत्विजश्चाब्रुवन् सर्वे राजानं गतकल्मषम् ।,430.06,437.0
1,14,भवानेव महीं कृत्स्नामेको रक्षितुमर्हति ॥ ४५ ॥,437.0,444.72
1,14,रताः स्वाध्यायकरणे वयं नित्यं हि भूमिप ।,444.72,451.42
1,14,निष्क्रयं किञ्चिदेवेह प्रयच्छतु भवानिति ॥ ४६ ॥,451.42,455.48
1,14,मणिरत्नं सुवर्णं वा गावो यद्वा समुद्यतम् ।,455.48,459.38
1,14,तत्प्रयच्छ नरश्रेष्ठ धरण्या न प्रयोजनम् ॥ ४७ ॥,459.38,464.06
1,14,एवमुक्तो नरपतिर्ब्राह्मणैर्वेदपारगैः ।,464.06,468.8
1,14,गवां शतसहस्राणि दश तेभ्यो ददौ नृपः ॥ ४८ ॥,468.8,473.8
1,14,दशकोटीस्सुवर्णस्य रजतस्य चतुर्गुणम् ।,473.8,476.8
1,14,ऋत्विजस्तु ततः सर्वे प्रददुः सहिता वसु ॥ ४९ ॥,476.8,481.22
1,14,ऋश्यशृङ्गाय मुनये वसिष्ठाय च धीमते ।,481.22,485.26
1,14,ततस्ते न्यायतः कृत्वा प्रविभागं द्विजोत्तमाः ॥ ५० ॥,485.26,490.14
1,14,सुप्रीतमनसस्सर्वे प्रत्यूचुर्मुदिता भृशम् ।,490.14,494.14
1,14,ततः प्रसर्पकेभ्यस्तु हिरण्यं सुसमाहितः ॥ ५१ ॥,494.14,498.96
1,14,जाम्बूनदं कोटिसङ्ख्यं ब्राह्मणेभ्यो ददौ तदा ।,498.96,503.9
1,14,दरिद्राय द्विजायाथ हस्ताभरणमुत्तमम् ॥ ५२ ॥,503.9,507.94
1,14,कस्मैचिद्याचमानाय ददौ राघवनन्दनः ।,507.94,511.08
1,14,ततः प्रीतेषु नृपतिर्द्विजेषु द्विजवत्सलः ॥ ५३ ॥,511.08,516.38
1,14,प्रणाममकरोत्तेषां हर्षपर्याकुलेक्षणः ।,516.38,521.52
1,14,तस्याशिषोऽथ विधिवद्ब्राह्मणैः समुदाहृताः ॥ ५४ ॥,521.52,526.3
1,14,उदारस्य नृवीरस्य धरण्यां प्रणतस्य च ।,526.3,529.86
1,14,ततः प्रीतमना राजा प्राप्य यज्ञमनुत्तमम् ॥ ५५ ॥,529.86,534.4
1,14,पापापहं स्वर्नयनं दुष्करं पार्थिवर्षभैः ।,534.4,539.64
1,14,ततोऽब्रवीदृश्यशृङ्गं राजा दशरथस्तदा ॥ ५६ ॥,539.64,543.92
1,14,कुलस्य वर्द्धनं त्वं तु कर्तुमर्हसि सुव्रत ।,543.92,547.8
1,14,तथेति च स राजानमुवाच द्विजसत्तमः ॥ ५७ ॥,547.8,552.06
1,14,भविष्यन्ति सुता राजंश्चत्वारस्ते कुलोद्वहाः ।,552.06,557.54
1,14,प्रणम्य तस्मै प्रयतो नृपेन्द्र ॥ ५८ ॥,557.54,562.34
1,14,जगाम हर्षं परमं महात्मा ।,562.34,566.46
1,14,तम्मुध्यश्रृङ्गं पुनरप्युवाच ॥ ५९ ॥,566.46,569.86
1,14,इति वाल्मीकिरामायणे आदिकाव्ये बालकाण्डे चतुर्दशः सर्गः ॥ ६० ॥,569.86,585.2
1,15,मेधावी तु ततो ध्यात्वा स किञ्चिदिदमुत्तरम् ।,0.0,11.62
1,15,लब्धसञ्ज्ञस्ततस्तं तु वेदज्ञो नृपमबव्रीत् ॥ १ ॥,11.62,16.62
